activity_id,date_id,activity_date,customer_id,sales_rep_id,activity_type,activity_minutes,sentiment_score,customer_health_score,customer_health_band
388,20220729,2022-07-29,88,6,Business Review,44,1.0,75.2,Healthy
389,20221116,2022-11-16,417,14,Call,31,0.489,79.5,Healthy
390,20251224,2025-12-24,993,30,Call,26,0.268,76.3,Healthy
391,20250819,2025-08-19,400,71,Email,34,0.194,73.7,Neutral
392,20250129,2025-01-29,152,60,Email,68,-0.228,63.5,Neutral
393,20221120,2022-11-20,499,22,Call,32,0.34,76.5,Healthy
394,20250131,2025-01-31,281,51,Email,40,-0.654,65.2,Neutral
395,20220923,2022-09-23,867,2,Email,43,0.703,71.2,Neutral
396,20230519,2023-05-19,145,45,Call,34,0.525,76.7,Healthy
397,20230328,2023-03-28,564,15,Email,41,0.451,59.7,Neutral
398,20231205,2023-12-05,736,32,Email,33,-0.543,63.0,Neutral
399,20231102,2023-11-02,226,22,Call,12,0.151,77.5,Healthy
400,20251219,2025-12-19,1197,25,Demo,55,0.469,73.4,Neutral
401,20240327,2024-03-27,179,68,Email,38,1.0,81.8,Healthy
402,20230928,2023-09-28,388,82,Visit,5,0.904,86.0,Healthy
403,20230930,2023-09-30,188,68,Call,11,0.021,61.4,Neutral
404,20250820,2025-08-20,686,10,Call,50,-0.365,72.8,Neutral
405,20230821,2023-08-21,265,36,Email,38,-0.429,75.2,Healthy
406,20230823,2023-08-23,855,79,Visit,6,0.499,86.9,Healthy
407,20211121,2021-11-21,239,29,Call,15,-0.256,52.7,Neutral
408,20220924,2022-09-24,661,4,Business Review,34,-0.331,63.2,Neutral
409,20241105,2024-11-05,122,64,Demo,57,-0.174,60.0,Neutral
410,20240213,2024-02-13,484,7,Email,22,0.643,58.5,Neutral
411,20231004,2023-10-04,904,4,Training,42,-0.245,61.2,Neutral
412,20250209,2025-02-09,238,85,Email,36,-0.116,62.7,Neutral
413,20240324,2024-03-24,633,44,Email,35,0.377,79.5,Healthy
414,20231118,2023-11-18,137,48,Call,14,-0.387,63.6,Neutral
415,20240316,2024-03-16,1134,81,Demo,8,0.623,79.3,Healthy
416,20250626,2025-06-26,21,36,Visit,35,0.568,75.9,Healthy
417,20240625,2024-06-25,723,79,Visit,5,0.788,84.5,Healthy
418,20210304,2021-03-04,882,20,Email,35,0.63,57.3,Neutral
419,20241007,2024-10-07,687,34,Email,27,0.116,59.1,Neutral
420,20240229,2024-02-29,1042,25,Email,33,-0.06,61.8,Neutral
421,20250203,2025-02-03,309,27,Training,61,-0.49,51.0,Neutral
422,20250117,2025-01-17,995,48,Training,19,-0.072,64.1,Neutral
423,20240217,2024-02-17,718,49,Email,24,0.475,72.6,Neutral
424,20211231,2021-12-31,1045,28,Demo,48,0.23,66.2,Neutral
425,20241205,2024-12-05,551,54,Demo,51,-0.675,67.0,Neutral
426,20240308,2024-03-08,777,53,Email,57,0.165,66.6,Neutral
427,20251116,2025-11-16,1184,55,Business Review,19,0.198,62.4,Neutral
428,20250430,2025-04-30,25,75,Call,20,0.255,68.2,Neutral
429,20250802,2025-08-02,666,52,Email,8,0.272,78.5,Healthy
430,20211202,2021-12-02,897,75,Demo,58,1.0,75.5,Healthy
431,20241128,2024-11-28,1043,37,Call,74,0.143,66.4,Neutral
432,20250110,2025-01-10,281,15,Call,55,-0.024,72.1,Neutral
433,20250224,2025-02-24,1153,64,Call,34,0.195,61.2,Neutral
434,20220704,2022-07-04,689,17,Training,51,-0.191,51.8,Neutral
435,20220926,2022-09-26,228,3,Email,5,1.0,77.6,Healthy
436,20231205,2023-12-05,857,8,Email,61,0.836,93.8,Healthy
437,20240509,2024-05-09,289,65,Call,5,0.07,69.9,Neutral
438,20231031,2023-10-31,401,72,Call,22,1.0,97.7,Healthy
439,20231006,2023-10-06,848,42,Email,32,-0.223,47.3,At Risk
440,20230510,2023-05-10,853,73,Business Review,31,-1.0,51.9,Neutral
441,20251017,2025-10-17,416,25,Email,44,0.074,65.5,Neutral
442,20250922,2025-09-22,356,30,Email,21,0.398,66.9,Neutral
443,20230102,2023-01-02,899,8,Demo,5,0.329,90.8,Healthy
444,20250327,2025-03-27,808,11,Email,51,-0.22,62.1,Neutral
445,20251012,2025-10-12,1126,40,Training,5,0.383,76.1,Healthy
446,20240124,2024-01-24,910,64,Call,75,0.119,58.7,Neutral
447,20220505,2022-05-05,851,28,Email,82,0.873,84.8,Healthy
448,20230301,2023-03-01,355,64,Visit,35,-0.577,39.3,At Risk
449,20251205,2025-12-05,557,2,Call,37,0.503,85.0,Healthy
450,20240213,2024-02-13,417,61,Email,49,0.241,65.5,Neutral
451,20250713,2025-07-13,988,66,Call,49,-0.579,69.8,Neutral
452,20251206,2025-12-06,401,72,Email,36,0.251,65.5,Neutral
453,20250527,2025-05-27,293,80,Call,26,0.155,67.1,Neutral
454,20251120,2025-11-20,932,2,Email,40,-0.359,60.1,Neutral
455,20240421,2024-04-21,64,64,Call,51,0.143,68.8,Neutral
456,20230321,2023-03-21,1016,35,Visit,76,0.424,62.2,Neutral
457,20241130,2024-11-30,573,16,Visit,40,-0.088,75.9,Healthy
458,20240110,2024-01-10,102,27,Visit,37,-0.479,68.2,Neutral
459,20241026,2024-10-26,277,50,Visit,23,0.849,85.6,Healthy
460,20240826,2024-08-26,1049,26,Email,53,0.72,74.4,Neutral
461,20241219,2024-12-19,988,8,Call,38,0.021,69.5,Neutral
462,20221006,2022-10-06,684,64,Email,32,-0.042,58.6,Neutral
463,20231030,2023-10-30,728,3,Business Review,39,0.741,69.7,Neutral
464,20210711,2021-07-11,1049,23,Email,5,-0.095,64.8,Neutral
465,20220718,2022-07-18,994,47,Email,31,1.0,69.8,Neutral
466,20241108,2024-11-08,465,70,Email,58,0.12,67.6,Neutral
467,20250927,2025-09-27,179,46,Email,49,0.029,55.5,Neutral
468,20220911,2022-09-11,1077,39,Visit,21,1.0,80.1,Healthy
469,20240830,2024-08-30,664,58,Call,5,-0.394,50.0,Neutral
470,20251117,2025-11-17,816,60,Visit,41,-0.531,76.9,Healthy
471,20210912,2021-09-12,527,3,Email,53,-0.929,58.9,Neutral
472,20210415,2021-04-15,565,3,Email,43,-0.131,51.3,Neutral
473,20220225,2022-02-25,20,76,Training,24,-0.418,64.2,Neutral
474,20230808,2023-08-08,701,46,Email,18,0.828,79.9,Healthy
475,20250713,2025-07-13,1069,22,Training,26,0.287,66.1,Neutral
476,20230816,2023-08-16,323,42,Business Review,14,0.132,60.1,Neutral
477,20230406,2023-04-06,731,39,Email,58,-0.106,72.3,Neutral
478,20230726,2023-07-26,153,29,Business Review,25,-0.897,54.7,Neutral
479,20241201,2024-12-01,913,55,Call,9,0.047,68.1,Neutral
480,20250523,2025-05-23,743,79,Call,34,0.065,64.6,Neutral
481,20251212,2025-12-12,435,2,Email,35,-0.338,60.6,Neutral
482,20220715,2022-07-15,337,83,Email,27,-0.192,69.5,Neutral
483,20240429,2024-04-29,101,25,Email,62,0.053,53.1,Neutral
484,20220901,2022-09-01,1076,1,Call,10,0.676,91.0,Healthy
485,20240501,2024-05-01,115,85,Email,43,0.044,56.3,Neutral
486,20250404,2025-04-04,458,37,Business Review,57,-0.348,47.5,At Risk
487,20231019,2023-10-19,1009,11,Call,25,-0.233,65.5,Neutral
488,20211210,2021-12-10,598,45,Call,48,0.225,60.7,Neutral
489,20220512,2022-05-12,507,65,Email,33,-0.462,50.8,Neutral
490,20230428,2023-04-28,414,48,Call,21,0.532,70.1,Neutral
491,20240504,2024-05-04,297,51,Email,45,0.75,78.8,Healthy
492,20250628,2025-06-28,813,19,Demo,41,-1.0,41.2,At Risk
493,20230710,2023-07-10,1173,70,Email,11,0.068,58.7,Neutral
494,20240129,2024-01-29,952,4,Demo,19,-0.158,77.9,Healthy
495,20240129,2024-01-29,684,27,Email,43,0.389,73.0,Neutral
496,20240526,2024-05-26,1017,53,Visit,97,-0.74,56.3,Neutral
497,20220924,2022-09-24,620,71,Visit,24,0.595,80.0,Healthy
498,20250308,2025-03-08,699,60,Email,5,0.076,68.1,Neutral
499,20221225,2022-12-25,583,5,Visit,50,-0.12,65.1,Neutral
500,20231114,2023-11-14,356,85,Call,51,0.06,57.1,Neutral
501,20250315,2025-03-15,613,53,Visit,59,-0.052,68.1,Neutral
502,20220111,2022-01-11,852,64,Call,27,-0.087,57.8,Neutral
503,20210613,2021-06-13,401,49,Call,23,0.639,82.4,Healthy
504,20251220,2025-12-20,1069,22,Email,25,0.171,71.1,Neutral
505,20240126,2024-01-26,848,50,Email,25,-0.025,60.1,Neutral
506,20250619,2025-06-19,734,40,Visit,37,-0.502,52.0,Neutral
507,20250508,2025-05-08,723,44,Business Review,11,-0.184,56.9,Neutral
508,20250502,2025-05-02,406,22,Call,29,0.518,70.6,Neutral
509,20220917,2022-09-17,488,66,Call,19,0.033,57.8,Neutral
510,20220616,2022-06-16,859,9,Email,29,0.21,70.4,Neutral
511,20250728,2025-07-28,446,11,Email,54,-0.035,52.9,Neutral
512,20220309,2022-03-09,540,28,Call,54,1.0,81.0,Healthy
513,20250913,2025-09-13,557,2,Call,11,0.023,70.3,Neutral
514,20220129,2022-01-29,236,22,Visit,61,0.643,59.3,Neutral
515,20240106,2024-01-06,1173,68,Email,34,0.383,73.4,Neutral
516,20220720,2022-07-20,714,70,Call,57,-0.007,66.2,Neutral
517,20230621,2023-06-21,909,54,Visit,23,-0.129,54.2,Neutral
518,20220523,2022-05-23,639,27,Email,68,0.29,67.1,Neutral
519,20250327,2025-03-27,842,53,Email,27,-0.285,69.4,Neutral
520,20240205,2024-02-05,832,59,Visit,56,-0.284,53.0,Neutral
521,20220823,2022-08-23,824,62,Email,36,0.562,72.0,Neutral
522,20210723,2021-07-23,252,30,Call,29,-0.408,56.3,Neutral
523,20250525,2025-05-25,392,66,Email,42,0.142,64.8,Neutral
524,20250416,2025-04-16,487,69,Call,22,0.931,71.6,Neutral
525,20230313,2023-03-13,684,64,Demo,72,1.0,79.8,Healthy
526,20240324,2024-03-24,387,49,Call,49,-0.455,37.8,At Risk
527,20250925,2025-09-25,708,84,Email,48,1.0,75.4,Healthy
528,20220616,2022-06-16,1132,8,Call,26,-0.13,56.7,Neutral
529,20250802,2025-08-02,1101,14,Demo,12,0.535,75.4,Healthy
530,20240930,2024-09-30,258,78,Call,39,-0.034,64.3,Neutral
531,20240725,2024-07-25,790,68,Training,20,-0.04,81.3,Healthy
532,20240106,2024-01-06,916,61,Email,39,0.684,64.8,Neutral
533,20210228,2021-02-28,859,25,Email,33,-0.493,59.5,Neutral
534,20220531,2022-05-31,575,21,Visit,26,0.937,87.2,Healthy
535,20251001,2025-10-01,415,58,Demo,49,0.239,63.0,Neutral
536,20250320,2025-03-20,1054,42,Visit,48,1.0,78.2,Healthy
537,20210812,2021-08-12,450,11,Demo,40,-0.013,53.9,Neutral
538,20230908,2023-09-08,808,26,Business Review,28,0.181,74.8,Neutral
539,20220318,2022-03-18,769,40,Email,56,0.128,81.6,Healthy
540,20211215,2021-12-15,419,2,Visit,19,-1.0,38.2,At Risk
541,20240829,2024-08-29,933,25,Business Review,31,-0.187,56.2,Neutral
542,20251231,2025-12-31,407,63,Call,89,0.812,75.6,Healthy
543,20240121,2024-01-21,666,84,Email,61,0.397,58.6,Neutral
544,20210208,2021-02-08,37,52,Demo,64,-0.054,62.3,Neutral
545,20240107,2024-01-07,559,53,Email,30,0.452,70.9,Neutral
546,20241231,2024-12-31,866,68,Email,53,0.263,66.6,Neutral
547,20220104,2022-01-04,167,14,Email,14,-0.685,74.3,Neutral
548,20240102,2024-01-02,169,19,Business Review,18,-0.09,58.6,Neutral
549,20231225,2023-12-25,170,25,Email,47,-0.034,60.1,Neutral
550,20250716,2025-07-16,321,22,Call,26,0.066,61.0,Neutral
551,20240607,2024-06-07,244,48,Visit,11,-0.646,33.4,At Risk
552,20240930,2024-09-30,197,64,Business Review,54,1.0,77.1,Healthy
553,20251104,2025-11-04,281,74,Email,5,-0.676,52.8,Neutral
554,20240717,2024-07-17,465,61,Call,18,-0.042,63.7,Neutral
555,20210319,2021-03-19,488,38,Visit,41,0.203,73.0,Neutral
556,20241102,2024-11-02,167,80,Call,55,0.456,81.3,Healthy
557,20230502,2023-05-02,465,46,Email,30,0.237,78.5,Healthy
558,20250725,2025-07-25,931,42,Call,51,0.145,81.9,Healthy
559,20251207,2025-12-07,1076,55,Visit,9,-0.532,75.9,Healthy
560,20250807,2025-08-07,898,30,Visit,32,0.086,59.9,Neutral
561,20250313,2025-03-13,1007,28,Call,55,0.086,67.0,Neutral
562,20240229,2024-02-29,248,54,Visit,51,0.223,69.6,Neutral
563,20240630,2024-06-30,626,22,Call,10,-0.621,50.3,Neutral
564,20240201,2024-02-01,1114,36,Email,36,-0.25,58.5,Neutral
565,20240624,2024-06-24,1047,48,Email,41,-0.949,46.3,At Risk
566,20240514,2024-05-14,334,37,Call,24,-0.443,63.1,Neutral
567,20250209,2025-02-09,1092,57,Visit,53,0.046,62.2,Neutral
568,20240216,2024-02-16,718,19,Call,65,-0.114,69.6,Neutral
569,20231221,2023-12-21,393,55,Email,12,-0.401,46.7,At Risk
570,20241223,2024-12-23,898,30,Call,38,0.371,74.3,Neutral
571,20230501,2023-05-01,761,53,Call,36,0.023,53.9,Neutral
572,20250607,2025-06-07,137,48,Visit,17,-0.966,43.5,At Risk
573,20250326,2025-03-26,684,2,Training,30,0.268,56.5,Neutral
574,20241001,2024-10-01,878,30,Visit,28,0.496,66.3,Neutral
575,20240308,2024-03-08,1164,75,Email,5,-0.404,67.8,Neutral
576,20221002,2022-10-02,938,69,Email,52,0.345,84.2,Healthy
577,20251127,2025-11-27,1153,64,Visit,43,0.099,55.7,Neutral
578,20220622,2022-06-22,1158,70,Email,19,0.269,71.6,Neutral
579,20241020,2024-10-20,845,54,Visit,34,0.344,59.0,Neutral
580,20210502,2021-05-02,1141,36,Email,47,0.832,82.9,Healthy
581,20240408,2024-04-08,303,34,Call,36,-1.0,48.0,At Risk
582,20240307,2024-03-07,1083,18,Business Review,65,0.907,63.5,Neutral
583,20250513,2025-05-13,776,47,Email,58,0.205,71.6,Neutral
584,20240212,2024-02-12,878,85,Call,5,0.407,62.8,Neutral
585,20251003,2025-10-03,1128,47,Email,62,0.491,72.4,Neutral
586,20240906,2024-09-06,862,4,Call,41,-0.029,72.4,Neutral
587,20250808,2025-08-08,40,37,Email,42,-0.442,61.6,Neutral
588,20240724,2024-07-24,427,20,Email,30,-0.487,49.4,At Risk
589,20230827,2023-08-27,1133,71,Call,21,0.489,67.5,Neutral
590,20250927,2025-09-27,649,8,Email,33,0.805,82.0,Healthy
591,20250916,2025-09-16,350,80,Email,24,0.011,60.0,Neutral
592,20241110,2024-11-10,672,65,Call,57,0.111,62.3,Neutral
593,20230420,2023-04-20,956,18,Call,36,0.621,76.0,Healthy
594,20231201,2023-12-01,577,6,Demo,28,0.547,77.1,Healthy
595,20240221,2024-02-21,452,38,Email,30,-0.219,63.0,Neutral
596,20250417,2025-04-17,591,40,Email,55,0.737,86.7,Healthy
597,20240608,2024-06-08,779,7,Email,54,-0.324,65.9,Neutral
598,20230319,2023-03-19,21,12,Email,62,0.493,62.8,Neutral
599,20240603,2024-06-03,299,9,Email,36,-0.263,67.6,Neutral
600,20240521,2024-05-21,901,53,Visit,5,0.032,61.0,Neutral
601,20210422,2021-04-22,1066,80,Training,46,0.329,75.1,Healthy
602,20250525,2025-05-25,13,37,Training,48,0.446,51.3,Neutral
603,20240506,2024-05-06,1017,42,Email,36,0.068,71.1,Neutral
604,20220219,2022-02-19,1126,40,Demo,60,-0.086,44.5,At Risk
605,20250206,2025-02-06,475,27,Call,38,0.049,63.9,Neutral
606,20250112,2025-01-12,318,51,Call,38,0.472,72.2,Neutral
607,20250820,2025-08-20,693,71,Call,13,-0.368,53.0,Neutral
608,20230214,2023-02-14,752,69,Call,50,-0.611,58.0,Neutral
609,20240915,2024-09-15,446,28,Demo,46,-0.406,55.8,Neutral
610,20230925,2023-09-25,268,57,Email,54,0.67,76.9,Healthy
611,20241115,2024-11-15,1128,55,Email,29,0.401,77.0,Healthy
612,20250804,2025-08-04,785,37,Call,48,-0.267,68.7,Neutral
613,20211212,2021-12-12,1195,26,Visit,54,-0.671,54.6,Neutral
614,20240717,2024-07-17,968,26,Call,30,1.0,86.4,Healthy
615,20230311,2023-03-11,229,81,Call,10,0.5,67.8,Neutral
616,20250530,2025-05-30,301,51,Call,45,1.0,85.5,Healthy
617,20210122,2021-01-22,758,83,Visit,11,0.298,63.3,Neutral
618,20210908,2021-09-08,509,29,Email,59,-0.565,58.4,Neutral
619,20240925,2024-09-25,926,42,Training,38,-0.319,62.4,Neutral
620,20220201,2022-02-01,268,81,Email,27,0.344,77.6,Healthy
621,20240707,2024-07-07,495,82,Business Review,32,-0.309,62.9,Neutral
622,20240423,2024-04-23,712,81,Call,48,0.488,68.6,Neutral
623,20240613,2024-06-13,492,37,Training,53,0.461,67.8,Neutral
624,20220315,2022-03-15,564,74,Call,90,0.301,68.1,Neutral
625,20251208,2025-12-08,548,31,Email,37,-0.189,64.7,Neutral
626,20250806,2025-08-06,783,25,Email,38,-0.431,57.9,Neutral
627,20221023,2022-10-23,68,66,Email,44,0.811,81.5,Healthy
628,20240929,2024-09-29,945,22,Visit,5,0.242,72.9,Neutral
629,20250729,2025-07-29,1031,46,Demo,32,-0.785,52.3,Neutral
630,20250528,2025-05-28,395,34,Business Review,44,1.0,79.8,Healthy
631,20240408,2024-04-08,334,64,Email,8,0.782,83.0,Healthy
632,20240815,2024-08-15,1038,69,Call,51,0.806,69.6,Neutral
633,20210915,2021-09-15,723,40,Business Review,40,0.972,68.6,Neutral
634,20240220,2024-02-20,268,59,Call,58,1.0,81.5,Healthy
635,20250812,2025-08-12,819,21,Call,19,-0.54,51.1,Neutral
636,20250109,2025-01-09,45,68,Call,39,-0.352,60.7,Neutral
637,20231120,2023-11-20,950,76,Visit,69,0.38,73.8,Neutral
638,20230310,2023-03-10,675,34,Call,7,-0.195,57.7,Neutral
639,20221126,2022-11-26,677,28,Training,10,0.235,81.8,Healthy
640,20231101,2023-11-01,1116,65,Email,36,-0.249,63.9,Neutral
641,20231125,2023-11-25,1141,82,Email,17,-0.102,59.6,Neutral
642,20220513,2022-05-13,843,45,Training,22,-0.666,48.7,At Risk
643,20230716,2023-07-16,647,21,Email,31,0.275,89.7,Healthy
644,20231118,2023-11-18,945,61,Call,92,-0.872,50.3,Neutral
645,20220505,2022-05-05,249,41,Email,24,-0.817,52.4,Neutral
646,20231027,2023-10-27,419,69,Email,34,0.33,73.3,Neutral
647,20230327,2023-03-27,137,48,Training,46,0.101,70.4,Neutral
648,20251231,2025-12-31,842,53,Call,52,-0.179,48.3,At Risk
649,20240930,2024-09-30,702,60,Email,5,-0.333,65.7,Neutral
650,20251204,2025-12-04,763,61,Demo,40,1.0,76.6,Healthy
651,20230428,2023-04-28,400,67,Call,44,0.874,72.0,Neutral
652,20250507,2025-05-07,878,66,Demo,33,0.804,65.3,Neutral
653,20240116,2024-01-16,1060,33,Call,46,-0.421,61.9,Neutral
654,20240511,2024-05-11,410,22,Business Review,38,0.262,53.1,Neutral
655,20250330,2025-03-30,1183,28,Call,37,0.331,58.3,Neutral
656,20240719,2024-07-19,37,52,Visit,51,-0.503,53.3,Neutral
657,20251204,2025-12-04,446,45,Call,34,0.273,77.5,Healthy
658,20220807,2022-08-07,415,58,Call,29,0.299,75.6,Healthy
659,20231128,2023-11-28,496,8,Visit,32,-0.57,58.2,Neutral
660,20230122,2023-01-22,784,80,Email,52,-0.128,68.5,Neutral
661,20250214,2025-02-14,734,40,Email,17,-0.937,43.5,At Risk
662,20250803,2025-08-03,359,66,Training,22,0.841,73.5,Neutral
663,20240802,2024-08-02,1197,25,Call,58,-0.084,63.8,Neutral
664,20240923,2024-09-23,574,64,Call,5,-0.143,67.5,Neutral
665,20250113,2025-01-13,344,64,Training,35,0.404,59.8,Neutral
666,20220804,2022-08-04,955,63,Call,13,0.064,77.1,Healthy
667,20240320,2024-03-20,419,53,Business Review,43,0.16,66.0,Neutral
668,20250426,2025-04-26,1013,64,Email,5,0.438,74.5,Neutral
669,20220506,2022-05-06,764,11,Call,34,-0.928,48.7,At Risk
670,20210224,2021-02-24,34,18,Email,51,-0.628,64.5,Neutral
671,20240624,2024-06-24,1101,70,Call,29,0.041,63.1,Neutral
672,20220425,2022-04-25,416,57,Email,67,-0.825,45.7,At Risk
673,20220408,2022-04-08,192,50,Call,25,0.191,72.8,Neutral
674,20250408,2025-04-08,248,15,Email,23,0.58,85.8,Healthy
675,20250805,2025-08-05,104,16,Email,52,-0.309,72.8,Neutral
676,20210527,2021-05-27,132,14,Email,58,0.255,66.3,Neutral
677,20220421,2022-04-21,1171,2,Call,55,-0.129,56.9,Neutral
678,20230325,2023-03-25,412,7,Training,46,1.0,76.3,Healthy
679,20240323,2024-03-23,821,21,Email,51,-0.124,64.4,Neutral
680,20241111,2024-11-11,238,35,Call,54,0.084,68.4,Neutral
681,20230605,2023-06-05,355,69,Email,7,0.878,87.7,Healthy
682,20220404,2022-04-04,395,53,Email,13,-0.81,53.0,Neutral
683,20250625,2025-06-25,626,80,Call,39,0.015,74.5,Neutral
684,20210805,2021-08-05,916,80,Email,41,0.379,69.9,Neutral
685,20231028,2023-10-28,628,75,Visit,24,0.737,67.6,Neutral
686,20230411,2023-04-11,950,58,Call,44,1.0,79.1,Healthy
687,20230502,2023-05-02,353,69,Call,65,-0.322,60.7,Neutral
688,20240212,2024-02-12,206,26,Email,34,0.203,71.7,Neutral
689,20240819,2024-08-19,14,41,Visit,50,0.018,72.4,Neutral
690,20230611,2023-06-11,351,46,Demo,15,0.771,98.8,Healthy
691,20240312,2024-03-12,988,35,Call,66,0.304,65.5,Neutral
692,20230122,2023-01-22,785,69,Call,5,-0.501,62.1,Neutral
693,20240913,2024-09-13,778,52,Demo,16,0.396,72.8,Neutral
694,20211001,2021-10-01,575,71,Call,50,0.783,66.2,Neutral
695,20230320,2023-03-20,444,61,Call,40,0.746,69.0,Neutral
696,20250731,2025-07-31,832,18,Call,54,0.919,87.5,Healthy
697,20231011,2023-10-11,662,67,Call,50,0.012,59.2,Neutral
698,20221218,2022-12-18,731,7,Email,36,0.327,65.9,Neutral
699,20221015,2022-10-15,274,7,Business Review,23,-0.025,57.0,Neutral
700,20240309,2024-03-09,130,21,Demo,63,1.0,81.9,Healthy
701,20231110,2023-11-10,147,8,Call,33,-0.037,67.7,Neutral
702,20250408,2025-04-08,333,30,Call,5,-0.189,81.4,Healthy
703,20251128,2025-11-28,363,62,Email,21,-0.235,72.0,Neutral
704,20240429,2024-04-29,192,27,Call,57,0.246,78.1,Healthy
705,20250812,2025-08-12,465,46,Email,27,-0.653,68.8,Neutral
706,20241205,2024-12-05,1034,29,Visit,38,-0.698,51.4,Neutral
707,20231123,2023-11-23,765,23,Training,29,1.0,69.1,Neutral
708,20221210,2022-12-10,85,42,Visit,46,0.532,83.2,Healthy
709,20240614,2024-06-14,864,80,Visit,26,1.0,83.3,Healthy
710,20240316,2024-03-16,1070,39,Call,10,0.509,75.3,Healthy
711,20240914,2024-09-14,761,53,Training,65,0.558,82.2,Healthy
712,20240311,2024-03-11,339,69,Call,51,-0.587,51.5,Neutral
713,20250225,2025-02-25,401,19,Call,52,0.764,83.2,Healthy
714,20240131,2024-01-31,18,64,Email,83,0.011,69.0,Neutral
715,20230930,2023-09-30,38,23,Call,49,0.924,81.5,Healthy
716,20230106,2023-01-06,428,55,Email,18,-0.601,48.1,At Risk
717,20231203,2023-12-03,601,48,Email,50,0.5,71.9,Neutral
718,20231116,2023-11-16,274,44,Call,56,-0.836,36.4,At Risk
719,20250823,2025-08-23,14,21,Email,7,-0.022,72.2,Neutral
720,20210321,2021-03-21,755,28,Visit,37,0.015,73.3,Neutral
721,20231101,2023-11-01,904,4,Email,59,0.21,71.5,Neutral
722,20230220,2023-02-20,977,80,Call,32,-0.03,59.6,Neutral
723,20230106,2023-01-06,957,46,Email,87,1.0,80.5,Healthy
724,20230912,2023-09-12,588,58,Business Review,19,-0.264,62.1,Neutral
725,20240922,2024-09-22,385,6,Email,18,-0.319,56.1,Neutral
726,20211214,2021-12-14,1126,58,Training,5,-0.035,60.2,Neutral
727,20251114,2025-11-14,426,69,Demo,22,0.012,72.2,Neutral
728,20241007,2024-10-07,817,22,Training,45,-0.602,54.9,Neutral
729,20231128,2023-11-28,683,51,Demo,58,0.52,59.1,Neutral
730,20250323,2025-03-23,1193,22,Email,21,-0.044,60.0,Neutral
731,20250216,2025-02-16,190,6,Call,61,-1.0,56.5,Neutral
732,20250818,2025-08-18,1010,34,Email,11,-0.143,70.8,Neutral
733,20251212,2025-12-12,704,53,Training,36,0.072,68.4,Neutral
734,20240501,2024-05-01,988,73,Call,29,0.236,68.6,Neutral
735,20231226,2023-12-26,1171,69,Email,17,-0.101,49.8,At Risk
736,20250313,2025-03-13,375,72,Email,29,0.628,66.9,Neutral
737,20230519,2023-05-19,1017,2,Email,53,0.732,72.6,Neutral
738,20230106,2023-01-06,258,18,Email,61,-0.867,57.5,Neutral
739,20241020,2024-10-20,997,60,Call,15,0.009,60.0,Neutral
740,20251205,2025-12-05,866,46,Email,39,0.111,55.1,Neutral
741,20241028,2024-10-28,897,61,Email,5,-0.004,61.0,Neutral
742,20250905,2025-09-05,478,59,Email,5,0.111,59.5,Neutral
743,20210727,2021-07-27,149,23,Email,16,0.487,70.6,Neutral
744,20240222,2024-02-22,1017,27,Call,13,0.128,67.4,Neutral
745,20240922,2024-09-22,137,85,Call,18,0.973,75.0,Healthy
746,20240329,2024-03-29,380,73,Call,12,0.051,58.6,Neutral
747,20220306,2022-03-06,1020,44,Email,45,0.091,64.5,Neutral
748,20231122,2023-11-22,375,72,Call,35,0.099,64.4,Neutral
749,20230204,2023-02-04,970,79,Business Review,58,-0.291,50.7,Neutral
750,20230430,2023-04-30,238,63,Email,28,-0.766,59.7,Neutral
751,20250411,2025-04-11,67,14,Call,52,-0.072,72.8,Neutral
752,20250119,2025-01-19,837,38,Demo,55,0.659,58.4,Neutral
753,20250415,2025-04-15,886,30,Email,29,-0.29,52.9,Neutral
754,20250112,2025-01-12,1083,78,Email,30,0.433,68.8,Neutral
755,20240512,2024-05-12,1017,50,Call,30,-0.555,48.0,At Risk
756,20250128,2025-01-28,289,40,Call,26,-0.904,50.3,Neutral
757,20250802,2025-08-02,1025,14,Call,11,-0.272,63.8,Neutral
